date,mentions,ma,sd,z,is_peak
2018-11-06,1,1.5714285714285714,0.7284313590846817,-0.7844645405527381,False
2018-11-09,1,1.5714285714285714,0.7284313590846817,-0.7844645405527381,False
2018-11-10,4,1.6428571428571428,0.8949974347244036,2.633686718743157,True
2018-11-11,1,1.5,0.8237544710479121,-0.6069769786668854,False
2018-11-12,1,1.4285714285714286,0.8206518066482877,-0.5222329678670948,False
2018-11-15,2,1.5,0.8237544710479121,0.6069769786668854,False
2018-11-16,2,1.5,0.8237544710479121,0.6069769786668854,False
2018-11-17,3,1.6428571428571428,0.8949974347244035,1.5163650804884845,False
2018-11-18,1,1.6428571428571428,0.8949974347244035,-0.718278196020861,False
2018-11-19,4,1.8571428571428572,1.0594569267279512,2.0225995873897276,False
2018-11-20,1,1.7857142857142858,1.0809104250301105,-0.7269004605005993,False
2018-11-21,2,1.8571428571428572,1.0594569267279512,0.13483997249264842,False
2018-11-22,1,1.7857142857142858,1.0809104250301105,-0.7269004605005993,False
2018-11-24,2,1.8571428571428572,1.0594569267279512,0.13483997249264842,False
2018-11-25,2,1.9285714285714286,1.0326308782000682,0.06917144638660747,False
2018-11-27,1,1.9285714285714286,1.0326308782000682,-0.8992288030258975,False
2018-11-28,1,1.7142857142857142,0.8806305718527097,-0.8111071056538137,False
2018-11-29,1,1.7142857142857142,0.8806305718527097,-0.8111071056538137,False
2018-11-30,1,1.7142857142857142,0.8806305718527097,-0.8111071056538137,False
2018-12-01,3,1.7857142857142858,0.9394961741404209,1.2924860661585007,False
2018-12-03,1,1.7142857142857142,0.9583148474999088,-0.7453559924999307,False
2018-12-04,2,1.6428571428571428,0.8949974347244034,0.3990434422338118,False
2018-12-05,1,1.6428571428571428,0.8949974347244034,-0.7182781960208611,False
2018-12-06,2,1.5,0.6267831705280063,0.7977240352174688,False
2018-12-08,1,1.5,0.6267831705280063,-0.7977240352174688,False
2018-12-09,2,1.5,0.6267831705280063,0.7977240352174688,False
2018-12-11,1,1.5,0.6267831705280063,-0.7977240352174688,False
2018-12-13,1,1.4285714285714286,0.6226998490772363,-0.6882472016116884,False
2018-12-15,1,1.3571428571428572,0.6102859818083919,-0.585205735980656,False
2018-12-16,1,1.3571428571428572,0.6102859818083919,-0.585205735980656,False
2018-12-17,1,1.3571428571428572,0.6102859818083919,-0.585205735980656,False
2018-12-27,1,1.3571428571428572,0.6102859818083919,-0.585205735980656,False
2018-12-28,1,1.3571428571428572,0.6102859818083919,-0.585205735980656,False
2018-12-29,1,1.2142857142857142,0.4103259033241392,-0.5222329678671005,False
2018-12-30,2,1.2857142857142858,0.45175395145262087,1.581138830084206,False
2019-01-02,2,1.2857142857142858,0.45175395145262087,1.581138830084206,False
2019-01-03,1,1.2857142857142858,0.45175395145262087,-0.6324555320336828,False
2019-01-04,2,1.2857142857142858,0.45175395145262087,1.581138830084206,False
2019-01-05,1,1.2857142857142858,0.45175395145262087,-0.6324555320336828,False
2019-01-09,2,1.2857142857142858,0.45175395145262087,1.581138830084206,False
2019-01-12,1,1.2857142857142858,0.45175395145262087,-0.6324555320336828,False
2019-01-13,1,1.2857142857142858,0.45175395145262087,-0.6324555320336828,False
