node,label,platform,node_type,city,in_degree,out_degree,betweenness,eigenvector,community
monkeymathew43,monkeymathew43,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpinoviagens,transalpinoviagens,instagram,ig_user,,0.0,8.0,0.0,0.0,-1
claudio4ne_colours,claudio4ne_colours,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
casual_american_,casual_american_,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
transalpinoofficial,transalpinoofficial,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motosikletimvekameram,motosikletimvekameram,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ihtalo_grau,ihtalo_grau,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tucobianchi,tucobianchi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marcosmotos43,marcosmotos43,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
saharanx350,saharanx350,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
jerryezekiel_grau,jerryezekiel_grau,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
theroadqueens,theroadqueens,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
dominatomotos,dominatomotos,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
clinicarestetica,clinicarestetica,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
_hugo.fan,_hugo.fan,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adhemar_rocha_oficial,adhemar_rocha_oficial,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
senhorluks,senhorluks,instagram,ig_user,,0.0,6.0,0.0,0.0,-1
amvassurance,amvassurance,instagram,ig_user,,0.0,8.0,0.0,0.0,-1
raoul_rato_grenade,raoul_rato_grenade,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pascalteisseire,pascalteisseire,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pierreyves.dallas,pierreyves.dallas,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
garage_concept_store,garage_concept_store,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
franck_alberola,franck_alberola,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
florentmanaudou,florentmanaudou,instagram,ig_user,,0.0,4.0,0.0,0.0,-1
thomas.cortesi,thomas.cortesi,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
animalista.86,animalista.86,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jacques_sentenac_,jacques_sentenac_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
aimojerome,aimojerome,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
costantino_palazzotto,costantino_palazzotto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
baarbara.spark,baarbara.spark,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
sare_and_bike,sare_and_bike,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
antoine___v,antoine___v,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
gregory_mallet,gregory_mallet,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
toujourstroptard,toujourstroptard,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
graau_017,graau_017,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
thierry_gtr,thierry_gtr,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
advbikers_world,advbikers_world,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hubert_bertrand,hubert_bertrand,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
philippe_daux,philippe_daux,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lechappeeonwheels,lechappeeonwheels,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lavajatodasnaves01,lavajatodasnaves01,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
por_el_mundo_en_moto,por_el_mundo_en_moto,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
toncortees_,toncortees_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
alex_calani,alex_calani,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpriders,transalpriders,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
pistoesbikeclub,pistoesbikeclub,instagram,ig_user,,0.0,7.0,0.0,0.0,-1
sdr_boc,sdr_boc,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
carlinhamotogirl,carlinhamotogirl,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
andrzej.stefanski,andrzej.stefanski,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
luis.cr.marques,luis.cr.marques,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ferraridanielebudo,ferraridanielebudo,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
semmering_modell_1zu160,semmering_modell_1zu160,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
covestocliffs,covestocliffs,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trainsofeurope,trainsofeurope,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
fabrizioporro1972,fabrizioporro1972,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ochiai_railway,ochiai_railway,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trainfluencer.at,trainfluencer.at,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
agropro.ro,agropro.ro,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kna_bri,kna_bri,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
country_nico2003,country_nico2003,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kralle1988,kralle1988,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
die__eisenbahn,die__eisenbahn,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
alex_e_ae,alex_e_ae,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kilistrains,kilistrains,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
markusworldwidech,markusworldwidech,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sixpak.photo,sixpak.photo,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
roman_lacko,roman_lacko,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pics_on_rail,pics_on_rail,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
la_suisse_en_modele_train,la_suisse_en_modele_train,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trainspotter_1994,trainspotter_1994,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vorbildbahnen,vorbildbahnen,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
nyagn_koba,nyagn_koba,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bahnfan_2002,bahnfan_2002,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jonaswerke,jonaswerke,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
nekotachiffonmarron,nekotachiffonmarron,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
spidergorbe,spidergorbe,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trainspotter_austria,trainspotter_austria,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trainspotter_bre,trainspotter_bre,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bahnbilder_austria,bahnbilder_austria,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
gregerszabi,gregerszabi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
neustadt_an_der_suedbahn,neustadt_an_der_suedbahn,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
banditrider1200,banditrider1200,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
red.fernsam,red.fernsam,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
syl.via_k,syl.via_k,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sorauxyg,sorauxyg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adventure_pothole_vlbg,adventure_pothole_vlbg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
editions_des_collemboles,editions_des_collemboles,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
m.steinhauer06,m.steinhauer06,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
alfredlenounours,alfredlenounours,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lestrainsdu78,lestrainsdu78,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
joel_du05,joel_du05,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
michaelmarugg,michaelmarugg,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
_rail_power_swiss_,_rail_power_swiss_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
yukuri403,yukuri403,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ffmj.officiel,ffmj.officiel,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
michaelirmer,michaelirmer,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
peterwiegandt,peterwiegandt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
david.turk.716,david.turk.716,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
stephanie.gil3004,stephanie.gil3004,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
moin_susanne,moin_susanne,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
aroha_and_run,aroha_and_run,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trail.icious,trail.icious,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
andreasvoosen,andreasvoosen,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lauftrainermario,lauftrainermario,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mandy_runlove,mandy_runlove,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
diabetes1runner,diabetes1runner,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
mannelaufendunterwegs,mannelaufendunterwegs,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
coldwind42,coldwind42,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
kruck_partner,kruck_partner,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lin70mad,lin70mad,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
biancamorvillo,biancamorvillo,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
georgesboulangers,georgesboulangers,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bergwissen,bergwissen,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
saschahosennen,saschahosennen,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
giannispsaras,giannispsaras,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jnsn.abrnty,jnsn.abrnty,instagram,ig_user,,0.0,12.0,0.0,0.0,-1
vialkaex,vialkaex,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
herbst1806,herbst1806,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
barbara.fontana.9461,barbara.fontana.9461,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
yogitrailrunner,yogitrailrunner,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
baumgartenholzbau,baumgartenholzbau,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
jolaketterer.jola.rennt,jolaketterer.jola.rennt,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
roof.toprunners,roof.toprunners,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
skinfit_international,skinfit_international,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
exploring.on.2wheels,exploring.on.2wheels,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalp_xl750p,transalp_xl750p,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dstvdreliquia171,dstvdreliquia171,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
twowheelventure,twowheelventure,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lonseflons,lonseflons,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
arainydayrides,arainydayrides,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpvzla,transalpvzla,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
monkeyridersap,monkeyridersap,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
detour_2023,detour_2023,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pandabikefr,pandabikefr,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pavolhyza,pavolhyza,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sweex1990,sweex1990,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vojtech.gregor,vojtech.gregor,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
corse_transalp,corse_transalp,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
danynomad,danynomad,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vientosdelibertad89,vientosdelibertad89,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
two_wheels_and_fins,two_wheels_and_fins,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
d_adventure_2.0,d_adventure_2.0,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
me.t.h.od,me.t.h.od,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
wirsindmitdembusda,wirsindmitdembusda,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
diego.magon,diego.magon,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motorrijdersemmeloord,motorrijdersemmeloord,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motoaluogo_travel_blogger,motoaluogo_travel_blogger,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tecnoferramentaolgiatemolgora,tecnoferramentaolgiatemolgora,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
arnasleonavicius,arnasleonavicius,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
niko.alvs,niko.alvs,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cesarelauria7,cesarelauria7,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sofia_dallaglio,sofia_dallaglio,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dissufrirbike,dissufrirbike,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motosikletinpenceresinden,motosikletinpenceresinden,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
outcast.citizen,outcast.citizen,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kanfuzzz,kanfuzzz,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rescycles,rescycles,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
biancabonoto,biancabonoto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vsp_grau_e_corte46,vsp_grau_e_corte46,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
route_m68,route_m68,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
artemdekhtiaruk,artemdekhtiaruk,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jepartsacessorios,jepartsacessorios,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
fernandoaf92,fernandoaf92,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalpeirosnaestrada,transalpeirosnaestrada,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
amigosdovale011,amigosdovale011,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
we.are.xrepo,we.are.xrepo,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
vikingorider,vikingorider,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
saindo.da.rota,saindo.da.rota,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adriiel_sant0s,adriiel_sant0s,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
motocasal_roleatorio,motocasal_roleatorio,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
metyolkina,metyolkina,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
drpepper01,drpepper01,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
daverioski,daverioski,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
al_hogarth,al_hogarth,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
k_sports_,k_sports_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jerrysmoments,jerrysmoments,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
carsten_schneehage,carsten_schneehage,instagram,ig_user,,0.0,6.0,0.0,0.0,-1
nilsriegel,nilsriegel,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
friesiepiesi,friesiepiesi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
runners_lab_aalborg,runners_lab_aalborg,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dortebrixmousten,dortebrixmousten,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jonas_berg84,jonas_berg84,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
lukasnaegele,lukasnaegele,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
laura.eitzenberger,laura.eitzenberger,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
david_flacke,david_flacke,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
frankvanderendt,frankvanderendt,instagram,ig_user,,0.0,13.0,0.0,0.0,-1
greiv_textilwaren,greiv_textilwaren,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trailrunning24,trailrunning24,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vronhildevondaalm,vronhildevondaalm,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
mumz1970,mumz1970,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
runningimprovement,runningimprovement,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
roadranna,roadranna,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
laufen.de,laufen.de,instagram,ig_user,,0.0,4.0,0.0,0.0,-1
youareanadventurestory,youareanadventurestory,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pascal_runs,pascal_runs,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
hondadventure,hondadventure,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
fredl.zitzenbacher,fredl.zitzenbacher,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
refreshed.kicks,refreshed.kicks,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
richard.louis.peters,richard.louis.peters,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
adi.pye,adi.pye,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ajkehoe,ajkehoe,instagram,ig_user,,0.0,3.0,0.0,0.0,-1
slazmc,slazmc,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cocosevans,cocosevans,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rileydlfc,rileydlfc,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jfn77,jfn77,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
stuartgriff69,stuartgriff69,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
vintage_trainer_repairs68,vintage_trainer_repairs68,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
peterkay382,peterkay382,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
bringonyerinternazionale,bringonyerinternazionale,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
agaskell94,agaskell94,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
magneticbook_990,magneticbook_990,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
cal_davison,cal_davison,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dav013,dav013,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
thegentlemancasual,thegentlemancasual,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
laseizesud,laseizesud,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
martycaptures,martycaptures,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
djnickmorley,djnickmorley,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
footballislifebook,footballislifebook,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
andi_offiziell,andi_offiziell,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
jp1878,jp1878,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
trefoilhunter,trefoilhunter,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
missmollie_dj,missmollie_dj,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
dj2kind,dj2kind,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
scooterlad,scooterlad,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
thefootballelite2,thefootballelite2,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
thecasualsdirectory,thecasualsdirectory,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
karol.zali,karol.zali,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
yevhen_mykhailovskyi,yevhen_mykhailovskyi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
georgetrips,georgetrips,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
ferdinando.campanella,ferdinando.campanella,instagram,ig_user,,0.0,5.0,0.0,0.0,-1
jakusara,jakusara,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
davidemerkelj,davidemerkelj,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
andreace2408,andreace2408,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
giro_in_moto,giro_in_moto,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dirt_and_rubber,dirt_and_rubber,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
bi3ni0,bi3ni0,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sohailaslamlucky,sohailaslamlucky,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
paologa70,paologa70,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
moto.pasion91,moto.pasion91,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ricky_adastra,ricky_adastra,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
sinmojar,sinmojar,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
angelos_alla,angelos_alla,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adventurebiketrips,adventurebiketrips,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
aslanmotorss,aslanmotorss,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
koldo_burgoa,koldo_burgoa,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
mangel.ronda,mangel.ronda,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bnadir104,bnadir104,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
totorider92,totorider92,instagram,ig_user,,0.0,17.0,0.0,0.0,-1
themestimes,themestimes,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
red_live_ride,red_live_ride,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
transalp_monkey,transalp_monkey,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
zuzana.jede,zuzana.jede,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
chris_0474,chris_0474,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dtrot24,dtrot24,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
poupougne_a_deux_roues,poupougne_a_deux_roues,instagram,ig_user,,0.0,9.0,0.0,0.0,-1
trandja750,trandja750,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
bruglur,bruglur,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
zuzhur,zuzhur,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mitchel_mizzi,mitchel_mizzi,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
enriquebrondino,enriquebrondino,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rp_foxadv,rp_foxadv,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
adventure_girl_biker,adventure_girl_biker,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
nacitahtaci,nacitahtaci,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
depo_motor,depo_motor,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
dziadzii,dziadzii,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
mopedmaniac66,mopedmaniac66,instagram,ig_user,,0.0,2.0,0.0,0.0,-1
sbconner1,sbconner1,instagram,ig_user,,0.0,4.0,0.0,0.0,-1
llurbatransalp750,llurbatransalp750,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
sokaadob,sokaadob,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
andreea92pop,andreea92pop,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
patri.bls,patri.bls,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
stefanghita,stefanghita,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
spud4k,spud4k,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
crocodile.sprintdee,crocodile.sprintdee,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
fraeulein.oeko,fraeulein.oeko,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
talasman_ionut,talasman_ionut,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
bobster_skm,bobster_skm,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
r336hab,r336hab,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
marcin_gski,marcin_gski,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jaderides,jaderides,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
turisti.per.sempre,turisti.per.sempre,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
domeniul_schiabil_transalpina,domeniul_schiabil_transalpina,instagram,ig_user,,0.0,1.0,0.0,0.0,-1
wuestenwolfwalther,wuestenwolfwalther,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
shivak21191,shivak21191,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
daniel2csiki,daniel2csiki,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
tudortim,tudortim,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kl_julija,kl_julija,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ar.deiu,ar.deiu,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
newoldershelmets,newoldershelmets,instagram,ig_user,,0.0,6.0,0.0,0.0,-1
dorugroza,dorugroza,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
iancucbr,iancucbr,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
zuzaijejmapapodrozy,zuzaijejmapapodrozy,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
cristiansabau,cristiansabau,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
one_day_baby2025,one_day_baby2025,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
borcea_marian,borcea_marian,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
kolomiiets_svitlana_,kolomiiets_svitlana_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ataonroad,ataonroad,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
philwdba,philwdba,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_pjphoto_,_pjphoto_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
birlecristina,birlecristina,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
rudachylik,rudachylik,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
forest_whispers,forest_whispers,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
ko.katka,ko.katka,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
__cccarolina__,__cccarolina__,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
jhonnyadelina,jhonnyadelina,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
hoskomarek,hoskomarek,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
gelu_farcas,gelu_farcas,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
_alexa_valentina_,_alexa_valentina_,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
pop.andreea81,pop.andreea81,instagram,ig_user,,0.0,0.0,0.0,0.0,-1
