source,target,weight,types,rating_avg,city
@mauricioacastanor71,yt:Honda Transalp,2,yt_comment,,
@Ironheightheavygear,yt:Honda Transalp,3,yt_comment,,
@ramirosubia4323,yt:Honda Transalp,3,yt_comment,,
@luizmoares9473,yt:Honda Africa Twin,2,yt_comment,,
@Lokietech,yt:Honda Transalp,3,yt_comment,,
@AkashDey95,yt:Honda Transalp,3,yt_comment,,
@andresfelipepradacampo7915,yt:Honda Transalp,3,yt_comment,,
@kalinkuzmanov6747,yt:Honda Transalp,4,yt_comment,,
@ElIrreverente21,yt:Honda Transalp,3,yt_comment,,
@sammy80615,yt:Honda Transalp,6,yt_comment,,
@ozguracar9841,yt:Honda Transalp,3,yt_comment,,
@dzonib9595,yt:Honda Transalp,3,yt_comment,,
@kiendinhkhoi,yt:Honda Transalp,3,yt_comment,,
@marcogalleani8191,yt:Honda Transalp,3,yt_comment,,
@Xplore360india,yt:Honda Transalp,3,yt_comment,,
@incognitor6649,yt:Honda Transalp,3,yt_comment,,
@richardnavarro6572,yt:Honda Transalp,3,yt_comment,,
@Emily_luana23,yt:Honda Transalp,3,yt_comment,,
@Alessandro_bgs,yt:Honda Transalp,3,yt_comment,,
@mthrn4252,yt:Honda Transalp,3,yt_comment,,
@claudioranea9113,yt:Honda Transalp,3,yt_comment,,
@carlosolczevski3406,yt:Honda Transalp,3,yt_comment,,
@Yo-wn6vj,yt:Honda Transalp,3,yt_comment,,
@edicsonortiz2359,yt:Honda Transalp,3,yt_comment,,
@harshalmagar16,yt:Honda Transalp,3,yt_comment,,
@fouaddjanati2706,yt:Honda Transalp,3,yt_comment,,
@БелыйБелочкин,yt:Honda Transalp,3,yt_comment,,
@Урал-б4д,yt:Honda Transalp,3,yt_comment,,
@Atisvalan,yt:Honda Transalp,6,yt_comment,,
@snunz5087,yt:Honda Transalp,3,yt_comment,,
@marcomereu,yt:Honda Transalp,3,yt_comment,,
@Washoejim,yt:Honda Transalp,3,yt_comment,,
@MrAndrew1953,yt:Honda Transalp,3,yt_comment,,
@MrAndrew1953,yt:Honda Africa Twin,3,yt_comment,,
@GRapollonas,yt:Honda Transalp,3,yt_comment,,
@potironoff,yt:Honda Moto France,3,yt_comment,,
@potironoff,yt:Honda Transalp,6,yt_comment,,
@maximilienLGS,yt:Honda Transalp,3,yt_comment,,
@YunusEmre-mp5cg,yt:Honda Transalp,3,yt_comment,,
@gtmusic94,yt:Honda Transalp,3,yt_comment,,
@Jobar34080,yt:Honda Transalp,6,yt_comment,,
@sgrenier78,yt:Honda Transalp,3,yt_comment,,
@SabriSabri-g7b,yt:Honda Transalp,3,yt_comment,,
@fh5574,yt:Honda Moto France,3,yt_comment,,
@fh5574,yt:Honda Transalp,3,yt_comment,,
@bojeba3469,yt:Honda Transalp,3,yt_comment,,
@abdessamiahasdi9220,yt:Honda Transalp,3,yt_comment,,
@vincentcavalie5190,yt:Honda Transalp,3,yt_comment,,
@alfredocesarano757,yt:Honda Transalp,3,yt_comment,,
@lookmannassem3480,yt:Honda Transalp,3,yt_comment,,
@saditrziq4021,yt:Honda Transalp,6,yt_comment,,
@st2600-l2i,yt:Honda Transalp,3,yt_comment,,
@fab2872,yt:Honda Transalp,3,yt_comment,,
@laurentdesfarges2178,yt:Honda Transalp,3,yt_comment,,
@florentdoria6130,yt:Honda Transalp,3,yt_comment,,
@duck38200,yt:Honda Moto France,3,yt_comment,,
@duck38200,yt:Honda Transalp,3,yt_comment,,
@madm1739,yt:Honda Transalp,3,yt_comment,,
@ahmedbzd7385,yt:Honda Transalp,3,yt_comment,,
@MrSuperfab,yt:Honda Transalp,3,yt_comment,,
@SL-zq6du,yt:Honda Transalp,3,yt_comment,,
@elmahdiaittaleb_osteopathe3524,yt:Honda Transalp,3,yt_comment,,
@Byzantin0212,yt:Honda Moto France,3,yt_comment,,
@Byzantin0212,yt:Honda Transalp,3,yt_comment,,
@karisma579,yt:Jimmy Roméo,2,yt_comment,,
@karisma579,yt:Honda Transalp,6,yt_comment,,
@Antifa-68,yt:Honda Transalp,3,yt_comment,,
@mrbosco3194,yt:Honda Transalp,3,yt_comment,,
@charkilulu4359,yt:Honda Transalp,3,yt_comment,,
@ggddr-ny1wh,yt:Honda Transalp,3,yt_comment,,
@renauda8733,yt:Honda Transalp,3,yt_comment,,
@tomsd5514,yt:Honda Transalp,3,yt_comment,,
@felixherrenschmidt884,yt:Honda Transalp,3,yt_comment,,
@sofianebenmrad5614,yt:Honda Transalp,3,yt_comment,,
@fredfilo1575,yt:Honda Transalp,3,yt_comment,,
@DodoDodo-iv5zr,yt:Honda Transalp,3,yt_comment,,
@raoulvolfoni1526,yt:Honda Transalp,6,yt_comment,,
@robertoetheve9398,yt:Jimmy Roméo,2,yt_comment,,
@robertoetheve9398,yt:Honda Transalp,6,yt_comment,,
@amissaad,yt:Honda Transalp,6,yt_comment,,
@plwn6468,yt:Honda Transalp,3,yt_comment,,
@slayiii64,yt:Honda Transalp,3,yt_comment,,
@Djodjobzh,yt:Honda Transalp,3,yt_comment,,
@AlbertCira,yt:Honda Moto France,3,yt_comment,,
@AlbertCira,yt:Honda Transalp,12,yt_comment,,
@Syriouss1,yt:Honda Transalp,9,yt_comment,,
@Toube403,yt:Honda Transalp,3,yt_comment,,
@cedylo,yt:Honda Transalp,3,yt_comment,,
@7HRU,yt:Honda Transalp,3,yt_comment,,
@anibal9488,yt:Honda Moto France,12,yt_comment,,
@anibal9488,yt:Honda Transalp,3,yt_comment,,
@yayajch,yt:Honda Transalp,3,yt_comment,,
@kopsudga9262,yt:Honda Transalp,3,yt_comment,,
@samirmatri2278,yt:Jimmy Roméo,2,yt_comment,,
@samirmatri2278,yt:Honda Moto France,15,yt_comment,,
@samirmatri2278,yt:Honda Transalp,6,yt_comment,,
@Cooper04_YT,yt:Honda Transalp,3,yt_comment,,
@lethuiliermathieu7613,yt:Honda Transalp,3,yt_comment,,
@marting3139,yt:Honda Transalp,6,yt_comment,,
@LionelVidal-tm5yj,yt:Honda Transalp,3,yt_comment,,
@mrkaiju3292,yt:Honda Transalp,3,yt_comment,,
@Avali9,yt:Honda Transalp,3,yt_comment,,
@james.j8580,yt:Honda Transalp,3,yt_comment,,
@vadimgorbuleac6705,yt:Honda Transalp,3,yt_comment,,
@AlexB-zb4gd,yt:Honda Transalp,3,yt_comment,,
@67coaching,yt:Honda Transalp,3,yt_comment,,
@KZ900RS,yt:Honda Moto France,3,yt_comment,,
@KZ900RS,yt:Honda Transalp,3,yt_comment,,
@maalia-gac,yt:Honda Transalp,3,yt_comment,,
@dildehrider,yt:Honda Transalp,6,yt_comment,,
@Toji__Fushiguro-990,yt:Honda Transalp,3,yt_comment,,
@NATURERIDE007,yt:Honda Transalp,3,yt_comment,,
@2HOT2COOOOLPARTH,yt:Honda Transalp,3,yt_comment,,
@amersbike9289,yt:Honda Transalp,3,yt_comment,,
@TIPOIRE82,yt:Honda Transalp,3,yt_comment,,
@florianchatelier9080,yt:Honda Transalp,3,yt_comment,,
@christiang.8713,yt:Honda Transalp,4,yt_comment,,
@venkatesanravi6585,yt:Honda Transalp,3,yt_comment,,
@Patrick-qv2ni,yt:Honda Moto France,33,yt_comment,,
@Patrick-qv2ni,yt:Honda Transalp,9,yt_comment,,
@1picels,yt:Honda Transalp,3,yt_comment,,
@nicolasdelpeyrou342,yt:Honda Transalp,3,yt_comment,,
@toyabb314,yt:Honda Transalp,3,yt_comment,,
@jacquinetmarc2990,yt:Lord Puma,2,yt_comment,,
@jacquinetmarc2990,yt:Honda Transalp,6,yt_comment,,
@davidfretigne5408,yt:Honda Transalp,3,yt_comment,,
@fredlandelle,yt:Honda Transalp,3,yt_comment,,
@JulienKeita,yt:Honda Transalp,3,yt_comment,,
@Bourrichon15,yt:Honda Transalp,3,yt_comment,,
@fredbob7521,yt:Honda Transalp,3,yt_comment,,
@YZuki54,yt:Honda Transalp,3,yt_comment,,
@Basilikinstinct,yt:Honda Transalp,3,yt_comment,,
@matthieu8853,yt:Honda Transalp,7,yt_comment,,
@Jool-Transalp,yt:Honda Transalp,3,yt_comment,,
@alxsnes,yt:Honda Transalp,3,yt_comment,,
@timocorsu8311,yt:Honda Transalp,3,yt_comment,,
@KBZ7299,yt:Honda Transalp,3,yt_comment,,
@FREDDOX666,yt:Honda Transalp,3,yt_comment,,
@blacksmoke2498,yt:Honda Moto France,6,yt_comment,,
@blacksmoke2498,yt:Honda Transalp,3,yt_comment,,
@thomaspoitureau,yt:Honda Transalp,3,yt_comment,,
@candyduck9898,yt:Honda Transalp,3,yt_comment,,
@doarejean-luc8667,yt:Honda Transalp,3,yt_comment,,
@renerene8247,yt:Honda Transalp,3,yt_comment,,
@zalman31,yt:Honda Moto France,12,yt_comment,,
@zalman31,yt:Honda Transalp,3,yt_comment,,
@pedrosonic,yt:Honda Transalp,6,yt_comment,,
@lekconcept,yt:Honda Transalp,3,yt_comment,,
@KevDKL,yt:Honda Transalp,3,yt_comment,,
@stephanebombaron-zw3rt,yt:Honda Transalp,6,yt_comment,,
@louisxvbaton1219,yt:Honda Transalp,3,yt_comment,,
@jucampie1,yt:Honda Transalp,6,yt_comment,,
@LordPuma,yt:Honda Transalp,6,yt_comment,,
@aslankral3421,yt:Honda Transalp,3,yt_comment,,
@terriblejp4,yt:Honda Transalp,6,yt_comment,,
@SyamSyafari,yt:Honda Transalp,3,yt_comment,,
@ตาเบญ,yt:Honda Transalp,3,yt_comment,,
@TanikMusic,yt:Honda Transalp,3,yt_comment,,
@makelove369,yt:Honda Transalp,3,yt_comment,,
@alangleverretamozohuaraya6336,yt:Honda Transalp,3,yt_comment,,
@mayureshkulkarni73,yt:Honda Transalp,3,yt_comment,,
@ernestolagos6957,yt:Honda Transalp,3,yt_comment,,
@nickwhalley6753,yt:Honda Transalp,3,yt_comment,,
@darkknight3377,yt:Honda Transalp,3,yt_comment,,
@CleitonSchoffen,yt:Honda Transalp,3,yt_comment,,
@juliolaluz3663,yt:Honda Transalp,3,yt_comment,,
@marioventura191,yt:Honda Transalp,3,yt_comment,,
@danielvaldez2008,yt:Honda Transalp,3,yt_comment,,
@31nerf,yt:Honda Transalp,3,yt_comment,,
@marcelomandarino8179,yt:Honda Transalp,3,yt_comment,,
@elikajohnson2176,yt:Honda Transalp,3,yt_comment,,
@josevelasquez482,yt:Honda Transalp,3,yt_comment,,
@amigoharsha69o69,yt:Honda Transalp,3,yt_comment,,
@criatoriocantinhodasaves1733,yt:Honda Transalp,3,yt_comment,,
@Atesada21,yt:Honda Transalp,3,yt_comment,,
@sankalpgupta6140,yt:Honda Transalp,3,yt_comment,,
@Grey-q5g,yt:Honda Transalp,3,yt_comment,,
@jujujulien2334,yt:Honda Transalp,3,yt_comment,,
@lyndon5478,yt:Honda Transalp,3,yt_comment,,
@JoseCarlos-ev6fv,yt:Honda Transalp,3,yt_comment,,
@ZERODOSI,yt:Honda Transalp,3,yt_comment,,
@andersongabrieldasilva9121,yt:Honda Transalp,3,yt_comment,,
@austhonleevmchannel8054,yt:Honda Transalp,3,yt_comment,,
@MesutEroğlu-q2x,yt:Honda Transalp,3,yt_comment,,
@josereis6850,yt:Honda Transalp,3,yt_comment,,
@geomotobikes8892,yt:Honda Transalp,3,yt_comment,,
@RandomRants525,yt:Honda Transalp,3,yt_comment,,
@RandomRants525,yt:Honda Africa Twin,2,yt_comment,,
@MrPajarito44,yt:Honda Transalp,3,yt_comment,,
@lucasalves3472,yt:Honda Transalp,3,yt_comment,,
@paseoenmotouy,yt:Honda Transalp,3,yt_comment,,
@OGBobby86,yt:Honda Transalp,3,yt_comment,,
@deryjonesdelima7508,yt:Honda Transalp,3,yt_comment,,
@wrwilliamrezende,yt:Honda Tansoy,4,yt_comment,,
@wrwilliamrezende,yt:Honda Transalp,12,yt_comment,,
@357victor1,yt:Honda Transalp,3,yt_comment,,
@acadenacci,yt:Honda Transalp,3,yt_comment,,
@francescmengual765,yt:Honda Transalp,3,yt_comment,,
@hikmattaufik1715,yt:Honda Transalp,3,yt_comment,,
@gabormartin2052,yt:Honda Transalp,3,yt_comment,,
@gabormartin2052,yt:Honda Africa Twin,4,yt_comment,,
@Chantharkoko2014,yt:Honda Transalp,3,yt_comment,,
@Chantharkoko2014,yt:Honda Africa Twin,2,yt_comment,,
@مجید-ض3ع8ح,yt:Honda Transalp,3,yt_comment,,
@azikazikov0730,yt:Honda Transalp,3,yt_comment,,
@nerylee,yt:Honda Transalp,3,yt_comment,,
@jeancarlosluciano9211,yt:Honda Transalp,3,yt_comment,,
@rockman793,yt:Honda Transalp,3,yt_comment,,
@fabriziocarugo4187,yt:Honda Transalp,3,yt_comment,,
@ecirlos4601,yt:Honda Transalp,2,yt_comment,,
@Tenz43,yt:Honda Transalp,3,yt_comment,,
@jeffreybeth7235,yt:Honda Transalp,2,yt_comment,,
@andreluizalves8386,yt:Honda Transalp,2,yt_comment,,
@stepbackandthink,yt:Honda Transalp,2,yt_comment,,
@VineV-Dutch,yt:Honda Transalp,2,yt_comment,,
@giuseppecalabrese,yt:Honda Transalp,4,yt_comment,,
@adriandariofleita,yt:Honda Transalp,4,yt_comment,,
@CristianSarracino-g6u,yt:Honda Transalp,4,yt_comment,,
@GIANLUCACARUSIABBAMONTE,yt:Honda Transalp,2,yt_comment,,
@GorgorothBergen-ns7il,yt:il Pendolino di Mosca,2,yt_comment,,
@GorgorothBergen-ns7il,yt:Honda Transalp,2,yt_comment,,
@billygowhoop,yt:Honda Transalp,2,yt_comment,,
@adventurewithalex3707,yt:Honda Transalp,2,yt_comment,,
@fanfoue4274,yt:Honda Transalp,3,yt_comment,,
@thv6052,yt:Honda Transalp,3,yt_comment,,
@christianguille2115,yt:Honda Transalp,3,yt_comment,,
@pmpgonzalez,yt:Honda Transalp,3,yt_comment,,
@FABECINATION,yt:Honda Transalp,3,yt_comment,,
@methodz6603,yt:Honda Transalp,3,yt_comment,,
@AngerslyGaming,yt:Honda Transalp,3,yt_comment,,
@rsman9346,yt:Honda Transalp,3,yt_comment,,
@magentaingenierie9968,yt:Honda Transalp,3,yt_comment,,
@bobmartin7309,yt:Honda Transalp,3,yt_comment,,
@wesleyfelipe7166,yt:Honda Africa Twin,2,yt_comment,,
@contrajavi927,yt:Honda Africa Twin,2,yt_comment,,
@tiagoro89,yt:Honda Africa Twin,3,yt_comment,,
@hugoruas,yt:Honda Africa Twin,2,yt_comment,,
@dheerajspeaks,yt:Honda Africa Twin,2,yt_comment,,
@alissonsouza3678,yt:Honda Africa Twin,2,yt_comment,,
@johnsatiro8334,yt:Honda Africa Twin,2,yt_comment,,
@rianmorais9705,yt:Honda Africa Twin,2,yt_comment,,
@bearwolffish,yt:Honda Africa Twin,2,yt_comment,,
@juliobauer7220,yt:Caio Pieroni,2,yt_comment,,
@juliobauer7220,yt:Honda Africa Twin,2,yt_comment,,
@jean-lucpicq6036,yt:Honda Africa Twin,2,yt_comment,,
@damcopter,yt:Honda Africa Twin,3,yt_comment,,
@dominiqueguerin2986,yt:Honda Transalp,3,yt_comment,,
@giovani5589,yt:Honda Africa Twin,2,yt_comment,,
@shauss3807,yt:Honda Africa Twin,2,yt_comment,,
@sasukefree8763,yt:Honda Africa Twin,2,yt_comment,,
@olivierhauty,yt:Honda Africa Twin,2,yt_comment,,
@jlrutube1312,yt:Honda Africa Twin,2,yt_comment,,
@ZeFatController,yt:Honda Africa Twin,2,yt_comment,,
@mikelkey6447,yt:Honda Africa Twin,2,yt_comment,,
@ExhibitTruth,yt:Honda Africa Twin,2,yt_comment,,
@clayton8465,yt:Honda Africa Twin,2,yt_comment,,
@sarasahara5981,yt:Alin With the R6,2,yt_comment,,
@sarasahara5981,yt:Honda Africa Twin,2,yt_comment,,
@SidiqjonUmarov-s2n,yt:Alin With the R6,2,yt_comment,,
@SidiqjonUmarov-s2n,yt:Honda Africa Twin,2,yt_comment,,
@Okke-j2n,yt:Honda Africa Twin,2,yt_comment,,
@remojak65,yt:Honda Africa Twin,2,yt_comment,,
@CP-ex9ce,yt:THE MOTORCYCLE YOGI,2,yt_comment,,
@CP-ex9ce,yt:Honda Africa Twin,3,yt_comment,,
@IKayz-hh1re,yt:Honda Africa Twin,3,yt_comment,,
@FreddyNietzsche.,yt:Honda Africa Twin,2,yt_comment,,
@RyanGustavo1257,yt:Honda Africa Twin,2,yt_comment,,
@rodrigomaciel7133,yt:Honda Africa Twin,2,yt_comment,,
@xion3090,yt:Honda Africa Twin,2,yt_comment,,
@TanmayNT,yt:Honda Africa Twin,2,yt_comment,,
@DansFarmersMarket,yt:Honda Africa Twin,2,yt_comment,,
@MightyMooseMovies,yt:Honda Africa Twin,2,yt_comment,,
@faithstudio5046,yt:Honda Africa Twin,2,yt_comment,,
@alejandroaraneda7126,yt:Bikereview Pro,2,yt_comment,,
@alejandroaraneda7126,yt:Honda Africa Twin,3,yt_comment,,
@pedronatalejr9916,yt:TheBikerLane,2,yt_comment,,
@pedronatalejr9916,yt:Honda Africa Twin,5,yt_comment,,
@venturinix,yt:Honda Africa Twin,2,yt_comment,,
@darrylwills-ks5mv,yt:Honda Moto France,3,yt_comment,,
@ozyrob1,yt:Honda Africa Twin,3,yt_comment,,
@Dariozapata-m5t,yt:TheBikerLane,2,yt_comment,,
@Dariozapata-m5t,yt:Honda Africa Twin,2,yt_comment,,
@Waldo1122,yt:Honda Africa Twin,2,yt_comment,,
@Aledbach,yt:TheBikerLane,2,yt_comment,,
@Aledbach,yt:Honda Africa Twin,2,yt_comment,,
@donweaver1600,yt:TheBikerLane,2,yt_comment,,
@donweaver1600,yt:Honda Africa Twin,2,yt_comment,,
@kurze6754,yt:TheBikerLane,2,yt_comment,,
@kurze6754,yt:Honda Africa Twin,2,yt_comment,,
@JJdeviaje,yt:Honda Africa Twin,2,yt_comment,,
@johna6968,yt:TheBikerLane,2,yt_comment,,
@johna6968,yt:Honda Africa Twin,3,yt_comment,,
@ADVFish,yt:TheBikerLane,2,yt_comment,,
@ADVFish,yt:Honda Africa Twin,3,yt_comment,,
@DG121480,yt:TheBikerLane,2,yt_comment,,
@DG121480,yt:Honda Africa Twin,2,yt_comment,,
@freedomsports3365,yt:TheBikerLane,2,yt_comment,,
@freedomsports3365,yt:Honda Africa Twin,3,yt_comment,,
@davidwilliams5942,yt:Honda Africa Twin,2,yt_comment,,
@4-et9de,yt:Honda Africa Twin,2,yt_comment,,
@TamtamGlory,yt:Honda Africa Twin,2,yt_comment,,
@gattoflyer,yt:Honda Africa Twin,2,yt_comment,,
@RonaldBaldwin-t3h,yt:Honda Africa Twin,2,yt_comment,,
@Ben-g2r,yt:Honda Africa Twin,2,yt_comment,,
@lalrinlianajongte3771,yt:Honda Africa Twin,2,yt_comment,,
@user-rj7-m8t,yt:Honda Africa Twin,2,yt_comment,,
@arielbertero472,yt:Honda Africa Twin,2,yt_comment,,
@GrzegorzKr,yt:Honda Africa Twin,2,yt_comment,,
@bigpumba1484,yt:Honda Africa Twin,2,yt_comment,,
@dermotcole3881,yt:Honda Africa Twin,2,yt_comment,,
@Micro-valo,yt:Honda Africa Twin,2,yt_comment,,
@Kab-zf7ud,yt:Honda Africa Twin,2,yt_comment,,
@Xuan938,yt:Honda Africa Twin,2,yt_comment,,
@mustafaTnc-p2f,yt:Honda Africa Twin,2,yt_comment,,
@annaraap9964,yt:Honda Africa Twin,2,yt_comment,,
@TheChickenMathChannel,yt:Honda Africa Twin,2,yt_comment,,
@bluebolt-l5r,yt:Honda Africa Twin,2,yt_comment,,
@mcfl1965,yt:Bikereview Pro,2,yt_comment,,
@jesusrebolledo1865,yt:Honda Africa Twin,3,yt_comment,,
@Reaper-cm4jr,yt:Honda Africa Twin,2,yt_comment,,
@chriscarson8218,yt:Honda Africa Twin,2,yt_comment,,
@kevineveritt5952,yt:Bikereview Pro,2,yt_comment,,
@kevineveritt5952,yt:Honda Africa Twin,3,yt_comment,,
@chiltonferolino4802,yt:Honda Africa Twin,2,yt_comment,,
@rockwestfahl,yt:Honda Africa Twin,2,yt_comment,,
@malandvulamachawe6323,yt:Honda Africa Twin,2,yt_comment,,
@agitbagus2747,yt:Honda Africa Twin,2,yt_comment,,
@skippynj1979,yt:Honda Africa Twin,2,yt_comment,,
@musamusa2961,yt:Honda Africa Twin,2,yt_comment,,
@kraitsvoidindia5808,yt:Honda Africa Twin,2,yt_comment,,
@Westsidecuz01,yt:Honda Africa Twin,2,yt_comment,,
@onawhim9079,yt:Honda Africa Twin,2,yt_comment,,
@thewastedseaman,yt:Honda Africa Twin,2,yt_comment,,
@lucassantunes9350,yt:Honda Africa Twin,2,yt_comment,,
@caminho_da_fee,yt:Honda Africa Twin,2,yt_comment,,
@alexknott9414,yt:Honda Africa Twin,2,yt_comment,,
@edwinkarani5593,yt:Honda Africa Twin,2,yt_comment,,
@Brad-z3b,yt:Honda Africa Twin,3,yt_comment,,
@gunnmancreations5437,yt:Honda Africa Twin,2,yt_comment,,
@MrDgeece,yt:Honda Africa Twin,2,yt_comment,,
@IndianMick,yt:Honda Africa Twin,2,yt_comment,,
@-Primer-,yt:Honda Africa Twin,2,yt_comment,,
@Diver114,yt:Honda Africa Twin,2,yt_comment,,
@tylerpage4192,yt:Honda Africa Twin,2,yt_comment,,
@Shofer-65,yt:Honda Africa Twin,2,yt_comment,,
@papamoomoo3061,yt:Honda Africa Twin,4,yt_comment,,
@dashuntas.m4045,yt:Honda Africa Twin,2,yt_comment,,
@forwhomthebelltolls392,yt:Honda Africa Twin,2,yt_comment,,
@ForgotToMentionThat,yt:Honda Africa Twin,2,yt_comment,,
@Franz_Schmid,yt:Honda Africa Twin,2,yt_comment,,
@CreideSilvasantos,yt:Honda Africa Twin,2,yt_comment,,
@TheZakkmylde,yt:Honda Africa Twin,2,yt_comment,,
@BrettDuval,yt:Honda Africa Twin,2,yt_comment,,
@markfenech2372,yt:Honda Africa Twin,2,yt_comment,,
@dmelson7502,yt:Honda Africa Twin,2,yt_comment,,
@RedRupert64,yt:Honda Africa Twin,2,yt_comment,,
@jessefincham8899,yt:Honda Africa Twin,2,yt_comment,,
@SKG1941,yt:Honda Africa Twin,2,yt_comment,,
@stefanerwin4523,yt:Honda Africa Twin,2,yt_comment,,
@dmackadv,yt:Outback Motortek,2,yt_comment,,
@dmackadv,yt:Honda Africa Twin,4,yt_comment,,
@CC-en2lj,yt:Honda Africa Twin,2,yt_comment,,
@mikimahony1860,yt:Honda Africa Twin,2,yt_comment,,
@lambendower5535,yt:Honda Africa Twin,2,yt_comment,,
@josephcarter9516,yt:Honda Africa Twin,2,yt_comment,,
@Verfolger_77,yt:Honda Africa Twin,2,yt_comment,,
@thebirisi,yt:Honda Africa Twin,2,yt_comment,,
@unknown_555_z,yt:Honda Africa Twin,2,yt_comment,,
@joseantoniomolina2778,yt:Honda Africa Twin,2,yt_comment,,
@hnjohnjohnjohnjo,yt:Honda Africa Twin,2,yt_comment,,
@graemebartmann5120,yt:Honda Africa Twin,2,yt_comment,,
@s4-mtb678,yt:Honda Africa Twin,2,yt_comment,,
@someguy5035,yt:Honda Africa Twin,2,yt_comment,,
@rhefkiped6561,yt:Honda Africa Twin,2,yt_comment,,
@carloslozano6450,yt:Honda Africa Twin,2,yt_comment,,
@peterv3429,yt:Honda Africa Twin,2,yt_comment,,
@kisteev,yt:Honda Africa Twin,2,yt_comment,,
@tristesskartoffel8677,yt:Honda Africa Twin,2,yt_comment,,
@sharatmuthyala,yt:Honda Africa Twin,2,yt_comment,,
@arsliviaarslivia,yt:Honda Africa Twin,2,yt_comment,,
@cuzimaluzer777,yt:Honda Africa Twin,2,yt_comment,,
@MybeautifulandamazingPrincess,yt:Honda Africa Twin,2,yt_comment,,
@ProudMurican_PVT-GR137,yt:Honda Africa Twin,2,yt_comment,,
@SuperOle2011,yt:Honda Africa Twin,4,yt_comment,,
@Slyder_41,yt:Honda Africa Twin,2,yt_comment,,
@niklashbg,yt:Honda Africa Twin,2,yt_comment,,
@ivorscruton5121,yt:Honda Africa Twin,2,yt_comment,,
@brabus343,yt:Honda Africa Twin,3,yt_comment,,
@iron-farmer,yt:Honda Africa Twin,2,yt_comment,,
@Beemrdon,yt:Honda Africa Twin,4,yt_comment,,
@trondsjli3435,yt:Honda Africa Twin,2,yt_comment,,
@dvdh4937,yt:Honda Africa Twin,2,yt_comment,,
@peter7624,yt:Honda Africa Twin,2,yt_comment,,
@GLbetaMax,yt:Honda Africa Twin,2,yt_comment,,
@Emiliano1-k6e,yt:Honda Africa Twin,2,yt_comment,,
@Vjekoslav-vf3hr,yt:Honda Africa Twin,2,yt_comment,,
@pawelwis7215,yt:Honda Africa Twin,2,yt_comment,,
@berniecoles2337,yt:Honda Africa Twin,2,yt_comment,,
@fastkw2496,yt:Honda Africa Twin,2,yt_comment,,
@shawnwright5332,yt:Honda Africa Twin,2,yt_comment,,
@m333m3,yt:Honda Africa Twin,2,yt_comment,,
@davidhammett96,yt:Honda Africa Twin,2,yt_comment,,
@punkgrunge8539,yt:Honda Africa Twin,2,yt_comment,,
@georgebarnes8163,yt:Honda Africa Twin,2,yt_comment,,
@mesutozdemir6169,yt:Honda Africa Twin,2,yt_comment,,
@sajjad_adventure,yt:Honda Africa Twin,2,yt_comment,,
@komalley35,yt:Honda Africa Twin,2,yt_comment,,
@bruceleelo4091,yt:Honda Africa Twin,2,yt_comment,,
@airesfaleiro8509,yt:Honda Africa Twin,2,yt_comment,,
@jesserai,yt:Honda Africa Twin,4,yt_comment,,
@Lorenzoyes,yt:Honda Africa Twin,2,yt_comment,,
@ojc8203,yt:Honda Africa Twin,2,yt_comment,,
@georgestam1710,yt:Honda Africa Twin,2,yt_comment,,
@Teipd170,yt:Honda Africa Twin,3,yt_comment,,
@gustavoenriquez1299,yt:Honda Africa Twin,2,yt_comment,,
@shanebrooks9247,yt:Honda Africa Twin,2,yt_comment,,
@mt10moto86,yt:Honda Africa Twin,2,yt_comment,,
@vinnydeisel5200,yt:Honda Africa Twin,2,yt_comment,,
@simonthomas5367,yt:Honda Africa Twin,2,yt_comment,,
@cfvgd,yt:Honda Africa Twin,2,yt_comment,,
@TheLovsethxs,yt:Honda Africa Twin,2,yt_comment,,
@draganmilosevic8583,yt:Honda Africa Twin,3,yt_comment,,
@pkev715,yt:Honda Africa Twin,2,yt_comment,,
@angelcorrea6135,yt:Honda Africa Twin,2,yt_comment,,
@rafaeltavares6928,yt:Honda Africa Twin,2,yt_comment,,
@ferret418,yt:Honda Africa Twin,2,yt_comment,,
@alt0v14,yt:Honda Africa Twin,2,yt_comment,,
@peysik5645,yt:Honda Africa Twin,2,yt_comment,,
@scorpionking5998,yt:Honda Africa Twin,2,yt_comment,,
@dononebullen,yt:Honda Africa Twin,3,yt_comment,,
@Reza67-n7m,yt:Honda Africa Twin,3,yt_comment,,
@edgarchee9703,yt:Honda Africa Twin,2,yt_comment,,
@gerryryan2302,yt:Honda Africa Twin,2,yt_comment,,
@alinmuresan8374,yt:Honda Africa Twin,2,yt_comment,,
@DeSousm,yt:Honda Africa Twin,4,yt_comment,,
@PAPAIGNACIO,yt:Honda Africa Twin,2,yt_comment,,
@ADVersity_CND,yt:Honda Africa Twin,2,yt_comment,,
@kimokoanui3732,yt:Honda Africa Twin,2,yt_comment,,
@roarinenglish,yt:Honda Africa Twin,2,yt_comment,,
@oscarecamelo8156,yt:Honda Africa Twin,2,yt_comment,,
@thedude007,yt:Honda Africa Twin,2,yt_comment,,
@leevuong8843,yt:Honda Africa Twin,2,yt_comment,,
@ede6466,yt:Honda Africa Twin,3,yt_comment,,
@jamaliabdelazz,yt:Honda Africa Twin,2,yt_comment,,
@bulentkaya3304,yt:TheBikerLane,2,yt_comment,,
@bulentkaya3304,yt:Honda Africa Twin,2,yt_comment,,
@zaabi3303,yt:TheBikerLane,2,yt_comment,,
